,ID,Country of Origin,COO MCA,Norm COO MCA,Altitude,Grading Date,Variety,Variety MCA,Norm Variety MCA,Processing Method,PM MCA,Norm PM MCA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Color MCA,Norm Color MCA,Category Two Defects,Expiration
20,20,Guatemala,-0.116351185,0.081299434,1900,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Natural / Dry,-0.138185131,0.160972318,8,7.92,8.08,7.92,7.75,8,10,10,10,8.08,0,85.75,11.6,0,0,yellowish,1.209311462,0.799837204,0,"November 15th, 2023"
21,21,Taiwan,0.088575404,0.110403428,850,"December 12th, 2022",Typica,-0.055630776,0.166788006,Natural / Dry,-0.138185131,0.160972318,8.08,8,7.92,7.92,8,7.83,10,10,10,7.92,0,85.67,10.4,0,0,green,-0.087578899,0.244254406,0,"December 12th, 2023"
22,22,Thailand,0.381786564,0.152045734,1500-1700,"August 16th, 2022",Catimor,0.895600323,0.233799156,Pulped natural / honey,0.254806228,0.188657286,7.67,8,7.83,8,8.08,8,10,10,10,8.08,0,85.67,9.8,0,0,browish-green,0.844456043,0.643534558,5,"August 16th, 2023"
23,23,Colombia,-0.609228788,0.011300189,1350,"April 7th, 2023",Castillo Paraguaycito,-0.437582778,0.139880724,,#N/A,#N/A,8.08,8,7.83,8.17,7.75,7.83,10,10,10,8,0,85.67,11.3,0,0,brownish,-0.284013478,0.160102595,2,"April 6th, 2024"
24,24,Taiwan,0.088575404,0.110403428,1250,"November 15th, 2022",SL34,0.133054108,0.180080245,Washed / Wet,-0.086084584,0.164642633,7.83,8,7.92,8,8,7.92,10,10,10,7.92,0,85.58,10.6,0,0,bluish-green,0.479854331,0.4873406,0,"November 15th, 2023"
25,25,Brazil,-0.463411937,0.032009325,1250,"January 6th, 2023",,#N/A,#N/A,Pulped natural / honey,0.254806228,0.188657286,7.83,8.08,7.83,7.92,8,7.83,10,10,10,8,0,85.5,11.3,2,0,green,-0.087578899,0.244254406,3,"January 6th, 2024"
26,26,Taiwan,0.088575404,0.110403428,1300,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Natural / Dry,-0.138185131,0.160972318,7.92,7.92,8,7.92,7.83,7.92,10,10,10,8,0,85.5,9.1,0,0,green,-0.087578899,0.244254406,2,"November 15th, 2023"
27,27,Taiwan,0.088575404,0.110403428,1200,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Natural / Dry,-0.138185131,0.160972318,8.17,8.08,7.92,8,7.58,7.83,10,10,10,7.92,0,85.5,10.6,0,0,green,-0.087578899,0.244254406,0,"November 15th, 2023"
28,28,Taiwan,0.088575404,0.110403428,1060,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Natural / Dry,-0.138185131,0.160972318,8,8,8,7.92,7.75,7.92,10,10,10,7.92,0,85.5,10.2,0,0,blue-green,1.676549112,1,0,"November 15th, 2023"
29,29,United States (Hawaii),-0.110030412,0.08219712,600,"November 15th, 2022",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,8,7.92,8,7.83,7.67,8,10,10,10,8,0,85.42,9.3,0,0,green,-0.087578899,0.244254406,0,"November 15th, 2023"
30,30,Taiwan,0.088575404,0.110403428,150-250,"December 12th, 2022",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,8,8,7.83,7.83,7.75,7.92,10,10,10,8.08,0,85.42,11.4,0,0,bluish-green,0.479854331,0.4873406,0,"December 12th, 2023"
31,31,Taiwan,0.088575404,0.110403428,150-250,"December 12th, 2022",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,7.92,8,7.83,7.92,7.83,7.83,10,10,10,8,0,85.33,10.8,0,0,green,-0.087578899,0.244254406,0,"December 12th, 2023"
32,32,Taiwan,0.088575404,0.110403428,668,"June 8th, 2022",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,8.08,8.17,7.67,7.83,7.67,7.92,10,10,10,8,0,85.33,11.3,0,0,green,-0.087578899,0.244254406,0,"June 8th, 2023"
33,33,Ethiopia,-0.619481386,0.009844099,1950,"June 6th, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Washed / Wet,-0.086084584,0.164642633,7.67,7.83,7.83,8,8,8,10,10,10,8,0,85.33,9.9,0,2,green,-0.087578899,0.244254406,3,"June 6th, 2023"
34,34,Ethiopia,-0.619481386,0.009844099,2150 - 2350,"September 30th, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Natural / Dry,-0.138185131,0.160972318,8,8.08,8,8,7.67,7.75,10,10,10,7.83,0,85.33,12.3,0,3,yellow green,-0.365774684,0.125076412,4,"September 30th, 2023"
35,35,Ethiopia,-0.619481386,0.009844099,1700,"December 12th, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Washed / Wet,-0.086084584,0.164642633,7.92,7.75,7.83,8.17,8,7.75,10,10,10,7.83,0,85.25,9.4,0,1,greenish,-0.401085207,0.109949521,1,"December 12th, 2023"
36,36,Taiwan,0.088575404,0.110403428,1200,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,8,7.92,7.83,7.92,7.83,7.83,10,10,10,7.92,0,85.25,9.5,0,0,bluish-green,0.479854331,0.4873406,0,"November 15th, 2023"
37,37,Taiwan,0.088575404,0.110403428,650,"June 8th, 2022",Gesha,-0.055903236,0.166768812,Pulped natural / honey,0.254806228,0.188657286,8.25,8.08,7.83,7.75,7.67,7.75,10,10,10,7.92,0,85.25,11.3,0,0,green,-0.087578899,0.244254406,0,"June 8th, 2023"
38,38,Kenya,0.032075834,0.102379271,1600-1900,"February 28th, 2023",SL28,-0.145428702,0.160462033,Washed / Wet,-0.086084584,0.164642633,8.17,7.75,7.83,7.58,7.92,8,10,10,10,8,0,85.25,9.2,0,0,greenish,-0.401085207,0.109949521,1,"February 28th, 2024"
39,39,Taiwan,0.088575404,0.110403428,850,"October 24th, 2022",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,7.75,7.92,7.75,8,7.83,7.92,10,10,10,8,0,85.17,10.3,0,0,bluish-green,0.479854331,0.4873406,0,"October 24th, 2023"
40,40,Taiwan,0.088575404,0.110403428,300-500,"December 12th, 2022",Typica,-0.055630776,0.166788006,Natural / Dry,-0.138185131,0.160972318,8,7.92,7.83,7.92,7.75,7.75,10,10,10,7.92,0,85.08,10,0,0,brownish,-0.284013478,0.160102595,0,"December 12th, 2023"
41,41,Taiwan,0.088575404,0.110403428,1000,"December 30th, 2022",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,8,8.08,7.67,7.75,7.92,7.83,10,10,10,7.83,0,85.08,10.5,0,0,greenish,-0.401085207,0.109949521,0,"December 30th, 2023"
42,42,Taiwan,0.088575404,0.110403428,800,"January 6th, 2023",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,8,7.92,7.67,8,7.75,7.83,10,10,10,7.92,0,85.08,10,0,0,pale yellow,-0.380830108,0.118626726,5,"January 6th, 2024"
43,43,Uganda,0.692797801,0.196216034,1905,"June 29th, 2022",SL14,0.692797801,0.219512375,Washed / Wet,-0.086084584,0.164642633,8,7.92,7.75,7.75,7.75,7.92,10,10,10,7.92,0,85,11,0,0,green,-0.087578899,0.244254406,1,"June 29th, 2023"
44,44,Taiwan,0.088575404,0.110403428,150,"December 12th, 2022",Typica,-0.055630776,0.166788006,,#N/A,#N/A,7.92,8,7.92,8,7.58,7.75,10,10,10,7.83,0,85,10.9,0,0,green,-0.087578899,0.244254406,0,"December 12th, 2023"
45,45,Taiwan,0.088575404,0.110403428,800,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Natural / Dry,-0.138185131,0.160972318,8.17,8.08,7.83,7.67,7.67,7.75,10,10,10,7.83,0,85,10.1,0,0,yellow green,-0.365774684,0.125076412,0,"November 15th, 2023"
46,46,Guatemala,-0.116351185,0.081299434,1600,"April 17th, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.67,8.08,7.67,8,7.92,7.83,10,10,10,7.83,0,85,9.9,0,1,green,-0.087578899,0.244254406,1,"April 16th, 2024"
47,47,Guatemala,-0.116351185,0.081299434,4700,"February 23rd, 2023",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.67,8,7.75,7.92,8,7.83,10,10,10,7.83,0,85,11.3,0,0,green,-0.087578899,0.244254406,4,"February 23rd, 2024"
48,48,Guatemala,-0.116351185,0.081299434,1600,"June 22nd, 2022",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.83,7.92,7.75,8,7.75,7.75,10,10,10,7.92,0,84.92,11.7,0,3,green,-0.087578899,0.244254406,1,"June 22nd, 2023"
49,49,Taiwan,0.088575404,0.110403428,350-400,"January 6th, 2023",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,7.92,7.92,7.83,7.83,7.75,7.83,10,10,10,7.83,0,84.92,9.5,0,0,green,-0.087578899,0.244254406,2,"January 6th, 2024"
50,50,Taiwan,0.088575404,0.110403428,230,"January 6th, 2023",Yellow Bourbon,0.364010073,0.196350344,Natural / Dry,-0.138185131,0.160972318,8,8,7.75,7.75,7.67,7.75,10,10,10,7.92,0,84.83,9.7,0,0,brownish,-0.284013478,0.160102595,0,"January 6th, 2024"
51,51,Indonesia,6.352389013,1,1200,"September 23rd, 2022",Catimor,0.895600323,0.233799156,,#N/A,#N/A,7.83,7.92,7.75,7.83,7.83,7.83,10,10,10,7.83,0,84.83,11.9,0,3,bluish-green,0.479854331,0.4873406,2,"September 23rd, 2023"
52,52,Peru,-0.640025321,0.006926417,1750,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,8,8,7.83,7.83,7.58,7.83,10,10,10,7.75,0,84.83,10.7,0,0,greenish,-0.401085207,0.109949521,0,"November 15th, 2023"
53,53,"Tanzania, United Republic Of",-0.38372521,0.043326558,1654,"November 9th, 2022",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.92,7.75,7.75,7.92,7.83,7.83,10,10,10,7.83,0,84.83,11.2,0,0,greenish,-0.401085207,0.109949521,0,"November 9th, 2023"
54,54,Taiwan,0.088575404,0.110403428,1300,"November 15th, 2022",SL34,0.133054108,0.180080245,Natural / Dry,-0.138185131,0.160972318,7.83,7.83,7.67,7.67,7.83,8,10,10,10,8,0,84.83,9.5,0,0,greenish,-0.401085207,0.109949521,0,"November 15th, 2023"
55,55,Taiwan,0.088575404,0.110403428,1400,"November 15th, 2022",SL34,0.133054108,0.180080245,Washed / Wet,-0.086084584,0.164642633,7.67,7.92,7.92,7.83,7.75,7.83,10,10,10,7.83,0,84.75,10.4,0,0,green,-0.087578899,0.244254406,0,"November 15th, 2023"
56,56,Brazil,-0.463411937,0.032009325,1100,"February 13th, 2023",Yellow Bourbon,0.364010073,0.196350344,Double Carbonic Maceration / Natural,0.090482754,0.17708123,7.83,7.92,7.75,7.92,7.67,7.83,10,10,10,7.83,0,84.75,11.2,0,1,green,-0.087578899,0.244254406,5,"February 13th, 2024"
57,57,Panama,-0.198170259,0.069679362,1200,"April 26th, 2023",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.83,7.83,7.75,7.92,7.83,7.75,10,10,10,7.83,0,84.75,10.3,0,1,bluish-green,0.479854331,0.4873406,5,"April 25th, 2024"
58,58,Taiwan,0.088575404,0.110403428,1200,"December 30th, 2022",Yellow Bourbon,0.364010073,0.196350344,Pulped natural / honey,0.254806228,0.188657286,7.92,8.08,7.67,7.92,7.67,7.75,10,10,10,7.75,0,84.75,10,0,0,blue-green,1.676549112,1,0,"December 30th, 2023"
59,59,Guatemala,-0.116351185,0.081299434,1600,"April 28th, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.67,8,7.67,7.83,7.92,7.67,10,10,10,7.92,0,84.67,10.6,0,0,green,-0.087578899,0.244254406,1,"April 27th, 2024"
60,60,Guatemala,-0.116351185,0.081299434,4895,"May 19th, 2022",Bourbon,-0.116081184,0.16252947,Natural / Dry,-0.138185131,0.160972318,7.83,8,7.67,7.83,7.75,7.75,10,10,10,7.83,0,84.67,10.9,0,3,yellow-green,-0.397042519,0.111681392,2,"May 19th, 2023"
61,61,Costa Rica,-0.231922843,0.064885767,1850,"April 19th, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.58,7.83,7.5,7.67,7.83,7.67,10,10,10,8.58,0,84.67,10,0,1,green,-0.087578899,0.244254406,2,"April 18th, 2024"
62,62,Taiwan,0.088575404,0.110403428,200-300,"January 6th, 2023",Typica,-0.055630776,0.166788006,Pulped natural / honey,0.254806228,0.188657286,7.83,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,0,84.58,9.6,0,0,greenish,-0.401085207,0.109949521,0,"January 6th, 2024"
63,63,Taiwan,0.088575404,0.110403428,700,"June 8th, 2022",Gesha,-0.055903236,0.166768812,Pulped natural / honey,0.254806228,0.188657286,8.17,7.83,7.67,7.83,7.67,7.67,10,10,10,7.75,0,84.58,11.5,0,0,green,-0.087578899,0.244254406,0,"June 8th, 2023"
64,64,Nicaragua,-0.346576325,0.048602501,1350,"June 9th, 2022",Catrenic,-0.543000007,0.132454422,Natural / Dry,-0.138185131,0.160972318,7.92,7.75,7.67,7.67,7.83,7.75,10,10,10,8,0,84.58,9.9,1,0,green,-0.087578899,0.244254406,2,"June 9th, 2023"
65,65,Taiwan,0.088575404,0.110403428,1250,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,8.08,7.83,7.67,7.67,7.67,7.75,10,10,10,7.92,0,84.58,11.2,0,0,green,-0.087578899,0.244254406,2,"November 15th, 2023"
66,66,Taiwan,0.088575404,0.110403428,1450,"November 15th, 2022",SL34,0.133054108,0.180080245,Natural / Dry,-0.138185131,0.160972318,7.83,8,7.67,7.75,7.67,7.75,10,10,10,7.92,0,84.58,10.3,0,0,green,-0.087578899,0.244254406,0,"November 15th, 2023"
67,67,Vietnam,0.533654173,0.173614208,650,"November 15th, 2022",Catimor,0.895600323,0.233799156,Natural / Dry,-0.138185131,0.160972318,8,7.83,7.75,7.67,7.58,7.83,10,10,10,7.92,0,84.58,11.6,0,0,brownish,-0.284013478,0.160102595,0,"November 15th, 2023"
68,68,Costa Rica,-0.231922843,0.064885767,1900,"October 4th, 2022",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,7.75,7.83,7.67,7.83,7.75,7.75,10,10,10,7.92,0,84.5,11.7,0,1,green,-0.087578899,0.244254406,0,"October 4th, 2023"
69,69,Taiwan,0.088575404,0.110403428,520,"January 6th, 2023",unknown,0.164925101,0.182325453,Pulped natural / honey,0.254806228,0.188657286,7.75,7.92,7.83,7.75,7.75,7.75,10,10,10,7.75,0,84.5,11.3,0,0,bluish-green,0.479854331,0.4873406,0,"January 6th, 2024"
70,70,Honduras,-0.062636942,0.088928015,1368,"April 25th, 2023",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.83,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,0,84.5,9.8,0,0,green,-0.087578899,0.244254406,3,"April 24th, 2024"
71,71,Ethiopia,-0.619481386,0.009844099,1943,"August 23rd, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Washed / Wet,-0.086084584,0.164642633,7.92,7.83,7.75,7.92,7.58,7.67,10,10,10,7.83,0,84.5,10.9,0,0,green,-0.087578899,0.244254406,9,"August 23rd, 2023"
72,72,Taiwan,0.088575404,0.110403428,400,"December 12th, 2022",Typica,-0.055630776,0.166788006,Natural / Dry,-0.138185131,0.160972318,8.08,7.92,7.75,7.83,7.5,7.58,10,10,10,7.83,0,84.5,10.2,0,0,green,-0.087578899,0.244254406,0,"December 12th, 2023"
73,73,Taiwan,0.088575404,0.110403428,850,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Washed / Wet,-0.086084584,0.164642633,7.83,8,7.5,7.75,7.75,7.75,10,10,10,7.83,0,84.42,10.1,0,0,bluish-green,0.479854331,0.4873406,1,"November 15th, 2023"
74,74,Guatemala,-0.116351185,0.081299434,1300-1400,"April 26th, 2023",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.67,7.83,7.75,7.75,7.83,7.75,10,10,10,7.75,0,84.33,9.2,0,1,green,-0.087578899,0.244254406,5,"April 25th, 2024"
75,75,United States (Hawaii),-0.110030412,0.08219712,1300,"November 9th, 2022",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.92,7.83,7.75,7.92,7.5,7.67,10,10,10,7.75,0,84.33,10.1,3,0,yellow-green,-0.397042519,0.111681392,7,"November 9th, 2023"
76,76,Ethiopia,-0.619481386,0.009844099,2361,"September 19th, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Natural / Dry,-0.138185131,0.160972318,7.83,7.75,7.58,7.92,8,7.5,10,10,10,7.75,0,84.33,11,0,5,yellow green,-0.365774684,0.125076412,4,"September 19th, 2023"
77,77,El Salvador,0.11491458,0.114144158,1500,"November 15th, 2022",Pacamara,-0.207960839,0.156056846,Pulped natural / honey,0.254806228,0.188657286,7.83,7.83,7.83,7.83,7.67,7.67,10,10,10,7.67,0,84.33,10.3,0,0,brownish,-0.284013478,0.160102595,4,"November 15th, 2023"
78,78,Colombia,-0.609228788,0.011300189,2100,"May 11th, 2022",Castillo and Colombia blend,-0.213039718,0.155699056,Washed / Wet,-0.086084584,0.164642633,7.75,7.75,7.75,7.75,7.83,7.67,10,10,10,7.83,0,84.33,11.6,0,0,green,-0.087578899,0.244254406,1,"May 11th, 2023"
79,79,Indonesia,6.352389013,1,1250-1350,"September 21st, 2022","Jember,TIM-TIM,Ateng",11.77191082,1.000000001,Wet Hulling,11.77191082,1,7.67,7.67,7.83,7.83,7.67,7.75,10,10,10,7.83,0,84.25,11.5,0,1,blue-green,1.676549112,1,1,"September 21st, 2023"
80,80,Guatemala,-0.116351185,0.081299434,1600,"April 17th, 2023",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,7.58,7.92,7.67,7.75,7.83,7.75,10,10,10,7.75,0,84.25,10,0,0,green,-0.087578899,0.244254406,1,"April 16th, 2024"
81,81,Madagascar,0.923405857,0.22896735,1500,"December 12th, 2022",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.92,7.92,7.58,7.75,7.58,7.67,10,10,10,7.83,0,84.25,12.1,0,0,blue-green,1.676549112,1,0,"December 12th, 2023"
82,82,Honduras,-0.062636942,0.088928015,1368,"April 25th, 2023",Catuai,-0.078764482,0.165158311,Washed / Wet,-0.086084584,0.164642633,7.75,7.75,7.58,7.83,7.75,7.75,10,10,10,7.75,0,84.17,10.2,0,0,green,-0.087578899,0.244254406,2,"April 24th, 2024"
83,83,Guatemala,-0.116351185,0.081299434,1600,"May 19th, 2022",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.58,7.92,7.58,7.83,7.75,7.67,10,10,10,7.75,0,84.08,11,0,3,green,-0.087578899,0.244254406,2,"May 19th, 2023"
84,84,Taiwan,0.088575404,0.110403428,150,"January 6th, 2023",unknown,0.164925101,0.182325453,Pulped natural / honey,0.254806228,0.188657286,7.83,7.92,7.83,7.58,7.58,7.67,10,10,10,7.67,0,84.08,10.8,0,0,greenish,-0.401085207,0.109949521,2,"January 6th, 2024"
85,85,Taiwan,0.088575404,0.110403428,800,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Natural / Dry,-0.138185131,0.160972318,7.92,7.75,7.67,7.75,7.75,8,9.33,10,10,7.92,0,84.08,10.6,0,0,yello-green,-0.111455722,0.234025668,0,"November 15th, 2023"
86,86,Guatemala,-0.116351185,0.081299434,1500-1600,"March 22nd, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.67,7.83,7.67,7.83,7.75,7.67,10,10,10,7.67,0,84.08,11,0,1,green,-0.087578899,0.244254406,2,"March 21st, 2024"
87,87,Guatemala,-0.116351185,0.081299434,1500-1600,"March 22nd, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.67,7.92,7.67,7.75,7.67,7.58,10,10,10,7.75,0,84,11,0,2,green,-0.087578899,0.244254406,2,"March 21st, 2024"
88,88,Honduras,-0.062636942,0.088928015,1800,"November 15th, 2022",Typica,-0.055630776,0.166788006,Pulped natural / honey,0.254806228,0.188657286,7.75,7.75,7.75,7.67,7.75,7.67,10,10,10,7.67,0,84,9.4,0,0,green,-0.087578899,0.244254406,0,"November 15th, 2023"
89,89,"Tanzania, United Republic Of",-0.38372521,0.043326558,1600-1750,"January 3rd, 2023",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.58,7.67,7.75,7.75,7.75,7.75,10,10,10,7.75,0,84,9.8,0,0,greenish,-0.401085207,0.109949521,3,"January 3rd, 2024"
90,90,Ethiopia,-0.619481386,0.009844099,1800,"November 18th, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Washed / Wet,-0.086084584,0.164642633,8,7.75,7.5,7.67,7.67,7.67,10,10,10,7.75,0,84,11.3,1,1,green,-0.087578899,0.244254406,1,"November 18th, 2023"
91,91,"Tanzania, United Republic Of",-0.38372521,0.043326558,1400-1700,"November 21st, 2022",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.75,7.58,7.58,7.92,7.67,7.75,10,10,10,7.75,0,84,11.6,0,0,greenish,-0.401085207,0.109949521,2,"November 21st, 2023"
92,92,Colombia,-0.609228788,0.011300189,1400-1700,"July 27th, 2022",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.67,7.83,7.58,7.92,7.67,7.67,10,10,10,7.67,0,84,13.3,0,2,green,-0.087578899,0.244254406,3,"July 27th, 2023"
93,93,Costa Rica,-0.231922843,0.064885767,1850,"April 19th, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.67,7.92,7.58,7.75,7.67,7.58,10,10,10,7.75,0,83.92,9.5,0,0,green,-0.087578899,0.244254406,2,"April 18th, 2024"
94,94,Guatemala,-0.116351185,0.081299434,1900,"November 15th, 2022",Gesha,-0.055903236,0.166768812,Natural / Dry,-0.138185131,0.160972318,7.83,7.83,7.58,7.67,7.67,7.58,10,10,10,7.75,0,83.92,11.9,0,0,greenish,-0.401085207,0.109949521,0,"November 15th, 2023"
95,95,Guatemala,-0.116351185,0.081299434,1600,"April 17th, 2023",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.58,7.83,7.58,7.75,7.67,7.75,10,10,10,7.75,0,83.92,10,0,1,green,-0.087578899,0.244254406,2,"April 16th, 2024"
96,96,Thailand,0.381786564,0.152045734,1300-1400,"September 21st, 2022",Catimor,0.895600323,0.233799156,Natural / Dry,-0.138185131,0.160972318,7.75,7.67,7.58,7.75,7.75,7.67,10,10,10,7.75,0,83.92,11.6,0,0,yellowish,1.209311462,0.799837204,3,"September 21st, 2023"
97,97,Colombia,-0.609228788,0.011300189,1411,"April 17th, 2023",,#N/A,#N/A,Washed / Wet,-0.086084584,0.164642633,7.67,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,0,83.83,11.9,0,1,green,-0.087578899,0.244254406,1,"April 16th, 2024"
98,98,Guatemala,-0.116351185,0.081299434,1400,"May 13th, 2022","BOURBON, CATURRA Y CATIMOR",0.027844974,0.172668602,Natural / Dry,-0.138185131,0.160972318,7.58,7.83,7.67,7.67,7.67,7.67,10,10,10,7.75,0,83.83,10.8,0,0,green,-0.087578899,0.244254406,4,"May 13th, 2023"
99,99,Guatemala,-0.116351185,0.081299434,4895 A 5650,"May 19th, 2022",Bourbon,-0.116081184,0.16252947,Washed / Wet,-0.086084584,0.164642633,7.58,7.92,7.5,7.67,7.75,7.67,10,10,10,7.75,0,83.83,10.9,0,1,greenish,-0.401085207,0.109949521,4,"May 19th, 2023"
100,100,Ethiopia,-0.619481386,0.009844099,2000,"September 9th, 2022",Ethiopian Heirlooms,-0.623248379,0.126801184,Washed / Wet,-0.086084584,0.164642633,7.83,7.67,7.5,7.92,7.5,7.67,10,10,10,7.75,0,83.83,12,0,0,green,-0.087578899,0.244254406,12,"September 9th, 2023"
101,101,Colombia,-0.609228788,0.011300189,1700,"February 22nd, 2023",Caturra,-0.303127998,0.149352628,Washed / Wet,-0.086084584,0.164642633,7.92,7.75,7.42,7.58,7.92,7.67,10,10,10,7.58,0,83.83,12.1,2,5,green,-0.087578899,0.244254406,5,"February 22nd, 2024"
102,102,United States (Hawaii),-0.110030412,0.08219712,400-600,"November 15th, 2022",Typica,-0.055630776,0.166788006,Washed / Wet,-0.086084584,0.164642633,7.67,7.92,7.58,7.58,7.58,7.75,10,10,10,7.75,0,83.83,11.8,0,3,green,-0.087578899,0.244254406,3,"November 15th, 2023"
103,103,Colombia,-0.609228788,0.011300189,1800,"November 15th, 2022",Bourbon Sidra,-0.762211895,0.117011655,Pulped natural / honey,0.254806228,0.188657286,7.67,7.92,7.67,7.58,7.67,7.67,10,10,10,7.58,0,83.75,10.6,0,0,greenish,-0.401085207,0.109949521,1,"November 15th, 2023"
104,104,Mexico,-0.129282997,0.079462838,1200,"April 5th, 2023",Sarchimor,-0.081795848,0.164944761,Washed / Wet,-0.086084584,0.164642633,7.67,7.67,7.58,7.67,7.83,7.58,10,10,10,7.75,0,83.75,11.7,4,0,green,-0.087578899,0.244254406,12,"April 4th, 2024"
105,105,Colombia,-0.609228788,0.011300189,,"September 26th, 2022",,#N/A,#N/A,,#N/A,#N/A,7.83,7.75,7.5,7.58,7.67,7.67,10,10,10,7.67,0,83.67,12.4,1,0,greenish,-0.401085207,0.109949521,9,"September 26th, 2023"
106,106,Taiwan,0.088575404,0.110403428,1250,"October 24th, 2022",SL34,0.133054108,0.180080245,Washed / Wet,-0.086084584,0.164642633,7.67,7.67,7.75,7.75,7.5,7.67,10,10,10,7.67,0,83.67,10,0,0,bluish-green,0.479854331,0.4873406,0,"October 24th, 2023"
107,107,Myanmar,-0.688795501,2.60E-11,1400,"November 15th, 2022","Catimor,Catuai,Caturra,Bourbon",-0.688795501,0.122183602,Natural / Dry,-0.138185131,0.160972318,7.83,7.83,7.67,7.58,7.58,7.58,10,10,10,7.58,0,83.67,10.2,0,1,pale yellow,-0.380830108,0.118626726,1,"November 15th, 2023"
108,108,Taiwan,0.088575404,0.110403428,200-400,"January 6th, 2023",unknown,0.164925101,0.182325453,Pulped natural / honey,0.254806228,0.188657286,7.58,7.75,7.67,7.83,7.5,7.67,10,10,10,7.67,0,83.67,9.2,0,0,greenish,-0.401085207,0.109949521,0,"January 6th, 2024"
109,109,Honduras,-0.062636942,0.088928015,1470,"November 15th, 2022",Parainema,-0.494835043,0.135847488,Natural / Dry,-0.138185131,0.160972318,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.67,0,83.67,11.1,0,2,pale yellow,-0.380830108,0.118626726,1,"November 15th, 2023"
110,110,Taiwan,0.088575404,0.110403428,250-400,"January 6th, 2023",unknown,0.164925101,0.182325453,Natural / Dry,-0.138185131,0.160972318,7.58,7.67,7.5,7.75,7.75,7.67,10,10,10,7.67,0,83.58,8.4,0,0,green,-0.087578899,0.244254406,0,"January 6th, 2024"
